x,y,Truth,CPU,GPU
-2.68642,1.26162,2,2,2
2.12329,0.894798,1,1,1
0.421113,0.340894,0,0,0
0.621065,-1.76344,0,0,0
-1.8922,0.88764,2,2,2
2.49566,0.726073,1,1,1
2.08238,0.697344,1,1,1
0.81168,0.844714,0,1,1
2.65127,2.15688,1,1,1
-0.971696,-1.08624,0,0,0
-2.19711,1.67729,2,2,2
-2.57867,0.753654,2,2,2
-2.31219,0.967197,2,2,2
2.59245,1.17193,1,1,1
2.05094,0.764283,1,1,1
-1.80441,0.554613,2,2,2
-1.81331,0.533408,0,2,2
-1.56144,1.74523,2,2,2
2.50054,0.78316,1,1,1
-1.68556,0.357002,2,2,2
2.07618,0.839326,1,1,1
0.397275,-1.20646,0,0,0
-2.10981,1.20253,2,2,2
-0.320804,0.10421,0,0,0
-1.52177,0.730657,2,2,2
1.60541,1.02098,1,1,1
1.58023,-1.27021,0,0,0
2.68025,0.881964,1,1,1
1.37149,1.30066,1,1,1
-2.00451,1.08095,2,2,2
-1.06083,-1.7253,0,0,0
1.97616,0.176948,1,1,1
0.973393,0.725394,0,1,1
-0.108682,0.29085,0,0,0
1.88331,0.808162,1,1,1
-1.49318,0.927301,2,2,2
0.0692351,-1.45494,0,0,0
-2.09933,1.15065,2,2,2
2.31449,1.54851,1,1,1
-1.1781,1.05587,2,2,2
-1.27348,-1.37139,0,0,0
-2.30875,0.466023,2,2,2
0.59668,0.626711,0,0,0
0.633795,0.0485838,0,0,0
-2.59348,0.630849,2,2,2
-0.809255,-2.03489,0,0,0
0.986937,0.449762,0,1,1
-2.74668,1.08803,2,2,2
0.000142255,0.741885,0,0,0
3.26996,1.30262,1,1,1
2.11785,1.27758,1,1,1
-2.81416,0.253774,0,2,2
-2.92071,0.738163,2,2,2
2.1401,0.883714,1,1,1
0.636201,-0.0141542,0,0,0
-1.34894,1.10348,2,2,2
-2.02242,0.790135,2,2,2
-2.11566,0.329657,2,2,2
0.00664665,1.3332,0,0,0
-0.712628,0.315237,0,0,0
-0.119791,0.0530456,0,0,0
0.928947,0.660385,0,1,1
-2.33581,1.15195,2,2,2
0.312597,2.01413,0,1,1
-0.988825,-1.75648,0,0,0
1.5611,0.254515,1,1,1
-0.0539767,-0.0576373,0,0,0
1.89597,1.41632,1,1,1
-0.576843,0.0848914,0,0,0
-1.3853,1.09903,2,2,2
1.82678,0.238478,0,1,1
0.365972,-0.591396,0,0,0
0.742437,0.685456,0,1,1
1.3072,0.344444,1,1,1
0.572684,-2.10393,0,0,0
1.18857,0.192411,0,1,1
-2.94282,1.67955,2,2,2
-0.749244,2.40671,0,2,2
2.02123,0.732429,1,1,1
-0.49616,-0.484311,0,0,0
0.445633,0.667214,0,0,0
-0.706818,-2.69214,0,0,0
-1.86767,0.250388,0,2,2
-0.550369,-1.1398,0,0,0
1.64987,1.2139,1,1,1
-1.81011,1.57187,2,2,2
2.14696,1.08333,1,1,1
-0.265265,-0.0887036,0,0,0
-0.241172,1.63239,0,2,2
-1.2217,1.87713,0,2,2
-0.304167,-1.45047,0,0,0
2.03739,1.49396,1,1,1
2.57115,1.18058,1,1,1
2.14444,0.240411,1,1,1
2.0269,0.753098,1,1,1
-1.57699,1.34512,0,2,2
-1.19585,-2.08199,0,0,0
-1.11588,-0.145888,0,0,0
-2.15759,0.538196,2,2,2
0.610299,-0.336975,0,0,0
2.59829,0.534565,1,1,1
-2.19137,1.26445,2,2,2
2.25459,-0.08406,1,1,1
-0.528524,-0.696583,0,0,0
-0.975491,0.713097,0,2,2
0.607079,0.870363,1,1,1
-0.41311,-0.0724956,0,0,0
-1.87122,0.66558,2,2,2
-1.78565,1.49924,2,2,2
1.79009,1.34111,1,1,1
2.08914,-0.249951,0,1,1
2.53245,0.732626,1,1,1
-2.61808,1.27512,2,2,2
2.61612,0.613643,1,1,1
2.38041,0.540794,1,1,1
2.28872,0.723098,1,1,1
-2.05461,1.32853,2,2,2
1.82975,0.965016,1,1,1
-2.37789,0.601562,2,2,2
-2.33288,0.717168,2,2,2
-2.30168,0.919684,2,2,2
-1.2123,1.19827,2,2,2
-2.74262,1.55586,2,2,2
-2.38806,1.33501,2,2,2
1.43279,-0.0792061,0,1,1
1.7555,0.343009,1,1,1
0.92606,-0.76746,0,0,0
-1.61027,0.908706,2,2,2
1.58054,1.0343,0,1,1
0.201513,-1.29351,0,0,0
-2.1303,1.94446,2,2,2
-2.25496,0.674725,2,2,2
0.886426,-1.28938,0,0,0
1.88368,0.969008,1,1,1
-1.63834,1.33071,2,2,2
-0.960915,-0.426159,0,0,0
-2.24293,0.0525557,2,2,2
-2.15926,0.353155,2,2,2
-2.19529,1.65418,2,2,2
2.30276,1.47148,1,1,1
-1.40533,1.7617,2,2,2
-1.77828,1.21028,2,2,2
-1.90568,1.03442,2,2,2
-1.92021,1.14193,2,2,2
2.29396,0.25709,1,1,1
1.96712,0.84928,1,1,1
0.782017,0.538068,0,1,1
-1.65489,1.52168,2,2,2
1.5335,-0.465185,0,1,1
1.37791,0.851383,1,1,1
-1.36876,0.539856,2,2,2
0.599222,-0.532937,0,0,0
2.76825,0.142909,0,1,1
1.02576,-1.42088,0,0,0
-1.23926,1.6426,2,2,2
-0.677499,0.108348,0,0,0
2.36288,0.874226,1,1,1
-0.950315,1.51232,2,2,2
2.00705,1.13715,1,1,1
2.10733,0.401866,1,1,1
-2.4646,1.30659,2,2,2
-0.795587,-1.50017,0,0,0
-2.21219,1.02957,2,2,2
0.283621,-0.509282,0,0,0
-1.90337,1.10683,2,2,2
-2.41572,0.241254,2,2,2
0.683637,-0.59915,0,0,0
-1.55644,0.0768548,2,2,2
0.0779632,-2.23333,0,0,0
1.03808,-0.59334,0,0,0
0.155411,-0.881617,0,0,0
-2.96326,1.18777,2,2,2
1.72201,1.09427,1,1,1
-1.75611,0.288408,2,2,2
1.49122,0.877627,1,1,1
2.07172,1.41857,1,1,1
-3.51129,1.15559,2,2,2
-2.51877,0.86242,2,2,2
1.6558,0.365738,1,1,1
2.15042,1.31787,1,1,1
0.110648,0.914427,0,0,0
-0.373966,-1.30638,0,0,0
-2.57368,1.57788,2,2,2
2.52664,1.62638,1,1,1
1.49849,0.566559,1,1,1
-1.92599,1.10297,2,2,2
1.38301,1.45962,1,1,1
-2.10119,0.739757,2,2,2
-2.56999,0.730285,2,2,2
-1.913,0.996795,2,2,2
-3.02252,1.10626,2,2,2
-1.99827,0.808133,2,2,2
1.34283,0.815015,1,1,1
-1.63098,-0.0613998,2,2,2
-1.38067,1.97679,2,2,2
-3.03026,1.39425,2,2,2
1.04649,0.831728,1,1,1
1.39101,0.168933,1,1,1
2.25459,1.53776,1,1,1
1.80536,-0.458249,1,1,1
-2.04807,0.812221,2,2,2
0.758468,1.66943,0,1,1
-2.23434,1.24604,2,2,2
1.90966,0.43647,1,1,1
-1.9196,1.83436,2,2,2
-0.928689,0.846928,0,2,2
-1.77961,1.62962,2,2,2
1.43775,0.523469,0,1,1
2.49247,1.46635,1,1,1
2.26383,1.35459,1,1,1
0.375755,-1.52995,0,0,0
-1.80414,1.68076,2,2,2
-1.29085,0.20017,2,2,2
-2.40675,1.4204,2,2,2
0.00592909,-0.347462,0,0,0
2.03753,1.58874,1,1,1
0.0783405,-0.800149,0,0,0
-2.36851,0.376544,2,2,2
-2.43127,0.958611,2,2,2
-1.94464,0.877961,2,2,2
-2.18138,1.01734,2,2,2
1.00046,1.9375,1,1,1
1.05692,1.03492,1,1,1
0.713843,-0.547681,0,0,0
1.68986,-1.18917,0,0,0
-1.76875,1.16796,2,2,2
-1.71343,0.733887,2,2,2
-1.75024,1.05262,2,2,2
-1.90803,0.303843,2,2,2
-1.94763,1.59087,2,2,2
-2.12185,1.31286,2,2,2
-2.03936,0.877318,2,2,2
0.252447,1.1835,0,0,0
1.41268,-1.02978,0,0,0
2.14,1.37908,1,1,1
-2.12866,-0.0604141,0,2,2
-0.704382,-0.601268,0,0,0
1.89129,0.641136,1,1,1
1.36061,0.178417,0,1,1
-2.10293,0.322215,2,2,2
2.41447,0.472463,1,1,1
1.67178,0.596294,1,1,1
-2.32757,2.46739,0,2,2
1.1326,0.689228,0,1,1
-2.55456,0.686833,2,2,2
1.91874,0.619763,1,1,1
-1.1579,0.742963,2,2,2
-1.72826,1.35475,2,2,2
-0.340278,0.52371,0,0,0
1.87377,1.03421,1,1,1
-1.69564,0.673965,0,2,2
0.0720779,0.613416,0,0,0
1.84554,1.74801,1,1,1
2.7218,0.977432,1,1,1
1.72082,1.29166,1,1,1
-0.635107,1.39013,0,2,2
1.50024,1.66343,1,1,1
2.4627,0.262767,1,1,1
-1.82647,0.907288,2,2,2
-1.97588,0.0753132,2,2,2
-0.649231,-0.312715,0,0,0
-1.39353,1.1187,2,2,2
-1.8576,0.576322,2,2,2
-1.97933,1.39016,2,2,2
-0.643647,0.55716,0,0,0
2.40114,-0.0574059,1,1,1
1.32514,0.746325,0,1,1
-1.73463,0.969694,2,2,2
-1.96153,-2.98866,0,0,0
-2.44518,0.763309,0,2,2
-1.93993,1.29375,2,2,2
1.59791,1.34164,1,1,1
-2.26146,1.93506,2,2,2
1.28343,1.14026,1,1,1
0.270977,0.103216,0,0,0
1.94004,1.45257,1,1,1
1.70451,0.848985,0,1,1
0.0962893,-1.42858,0,0,0
2.53571,1.45322,1,1,1
-0.956083,0.328521,2,2,2
-0.292402,-0.710921,0,0,0
-1.17243,0.66499,2,2,2
2.32428,0.64304,1,1,1
-1.64222,0.746069,2,2,2
1.28233,0.891577,1,1,1
-1.23812,0.423559,0,2,2
-2.3017,1.13645,2,2,2
2.1124,1.56849,1,1,1
2.06425,1.59391,1,1,1
-0.587698,-0.722015,0,0,0
1.88673,1.53256,1,1,1
-2.34463,1.4836,2,2,2
-2.75047,0.399373,2,2,2
-2.64248,1.08739,2,2,2
1.59094,1.28424,1,1,1
2.02285,-0.647675,0,1,1
-1.86493,0.584998,2,2,2
-0.757864,0.900706,2,2,2
1.38118,0.607807,1,1,1
-1.32766,0.650507,2,2,2
-0.405838,0.239146,0,0,0
0.738209,1.14428,0,1,1
0.275947,1.19347,0,0,0
-2.13637,1.55253,2,2,2
-2.21891,0.992568,2,2,2
-0.574799,0.297251,0,0,0
-1.86089,1.54955,2,2,2
-1.78999,0.318501,2,2,2
1.36133,0.025582,0,1,1
-0.313304,0.327565,0,0,0
-1.74672,-1.03513,0,0,0
-0.182627,-0.357337,0,0,0
-0.64931,-0.600627,0,0,0
2.55167,0.34077,1,1,1
0.188507,0.779782,0,0,0
-1.21476,0.971472,0,2,2
1.95681,0.390658,1,1,1
-1.95837,1.10526,2,2,2
2.0694,1.28614,1,1,1
2.12723,0.897692,1,1,1
1.74537,1.35243,1,1,1
-2.69002,1.13026,2,2,2
-2.25677,0.414086,2,2,2
2.16446,1.23678,1,1,1
1.96464,0.994262,1,1,1
-1.22603,0.1477,2,2,2
-1.49639,1.2748,2,2,2
1.75526,0.968241,1,1,1
-0.82903,-0.0343517,0,0,0
-1.39093,0.297185,2,2,2
-1.39287,0.970056,2,2,2
1.78233,0.444618,1,1,1
-1.5828,0.694411,2,2,2
-1.71603,1.84542,2,2,2
-2.36965,0.468022,2,2,2
0.0424633,-0.354931,0,0,0
2.06794,0.438612,0,1,1
1.68792,0.614028,1,1,1
-1.91728,0.945048,2,2,2
1.762,1.71907,1,1,1
0.364221,0.00286289,0,0,0
1.94848,1.90995,1,1,1
0.98479,-0.337104,0,0,0
-2.19664,0.562078,2,2,2
-2.11865,1.0673,2,2,2
-2.02985,1.06227,2,2,2
-1.6492,-1.32095,0,0,0
2.06076,0.927953,1,1,1
-0.644046,0.32667,0,0,0
0.587472,0.832932,1,1,1
-2.4369,1.09811,2,2,2
-2.11113,0.269182,2,2,2
0.572725,-0.0775628,0,0,0
-2.44226,0.5035,2,2,2
-2.69763,0.711818,2,2,2
2.27106,1.19585,1,1,1
2.62067,0.76058,1,1,1
1.65024,1.64099,1,1,1
2.41329,1.03615,1,1,1
-0.0311882,-0.396851,0,0,0
1.78724,0.268963,0,1,1
0.419929,1.46167,0,1,1
-0.297809,1.51699,0,2,2
0.0248674,0.29813,0,0,0
2.07287,1.04797,1,1,1
-1.7515,-0.00348389,2,2,2
1.32896,1.48739,1,1,1
-0.0964814,1.09587,0,0,0
1.12274,-0.965112,0,0,0
-2.77476,0.420555,2,2,2
2.54787,0.796349,1,1,1
0.564106,0.0306402,0,0,0
-0.839301,-1.48554,0,0,0
-1.25568,0.892796,2,2,2
-1.16989,0.95842,2,2,2
1.94242,1.55935,1,1,1
1.10331,-1.80603,0,0,0
2.05565,0.132256,1,1,1
2.63324,0.569107,1,1,1
-1.5038,1.19491,2,2,2
-1.89691,1.03395,2,2,2
-0.510741,-0.253899,0,0,0
-1.70884,1.48177,2,2,2
2.19676,1.63202,1,1,1
1.30969,-1.50018,0,0,0
0.228481,-1.037,0,0,0
-1.72272,1.13937,2,2,2
1.84856,0.38084,1,1,1
-1.7142,0.690114,0,2,2
2.32031,0.500334,1,1,1
-2.17834,0.854214,2,2,2
0.927129,1.12336,1,1,1
-2.21245,1.34345,2,2,2
1.59577,1.60251,0,1,1
-1.61635,1.66913,2,2,2
0.495287,0.411743,0,0,0
2.43061,0.849455,1,1,1
2.26988,-0.125045,0,1,1
-0.496589,-0.114414,0,0,0
-2.34099,2.00181,2,2,2
1.28822,0.791517,1,1,1
0.662547,0.694559,0,1,1
2.47284,0.217584,1,1,1
1.98521,0.689177,1,1,1
-1.22576,-0.599125,0,0,0
2.38734,0.799128,1,1,1
-2.14501,-0.190679,2,2,2
2.85743,-0.145066,1,1,1
0.601141,0.425443,0,0,0
-1.36783,0.848074,2,2,2
-0.327059,-0.642371,0,0,0
-0.651558,1.1543,0,2,2
1.13782,0.373707,0,1,1
-2.64224,2.04364,2,2,2
-3.15052,1.00243,2,2,2
2.10356,0.920227,1,1,1
2.04775,1.24746,1,1,1
2.56816,0.671779,1,1,1
0.978413,0.663294,0,1,1
2.52413,1.42529,1,1,1
-2.35107,0.830404,2,2,2
0.458526,2.4575,0,1,1
1.12415,1.07509,1,1,1
-2.10908,0.245758,2,2,2
-0.863056,0.22891,2,0,0
-1.76671,1.12747,2,2,2
-1.77488,1.1256,2,2,2
-0.823488,0.248428,0,0,0
-0.443103,0.410678,0,0,0
1.81389,0.241001,1,1,1
1.70349,1.34722,1,1,1
-1.33395,-0.0501501,0,2,2
3.38463,-0.963967,0,1,1
-2.22841,1.8736,0,2,2
-1.41417,-0.230078,2,2,2
-1.57546,0.757882,2,2,2
-2.0069,1.92393,2,2,2
-0.196259,0.307578,0,0,0
-2.59091,1.46298,2,2,2
2.56291,0.861061,1,1,1
2.29554,0.754691,1,1,1
-1.79635,1.07503,2,2,2
-1.92144,1.28536,2,2,2
-0.970208,-0.875956,0,0,0
-1.65618,0.369309,2,2,2
-2.39056,0.532386,2,2,2
1.08881,-0.974369,0,0,0
-2.33767,1.05141,2,2,2
-2.0792,0.461138,2,2,2
1.49643,1.53856,1,1,1
-1.93155,1.34071,2,2,2
-1.69348,1.00335,2,2,2
-1.39928,0.280759,2,2,2
2.22616,1.24877,1,1,1
-1.84336,0.163023,0,2,2
-1.12025,-0.297327,0,0,0
-0.0816373,-0.110561,0,0,0
2.17853,0.805583,1,1,1
0.722376,1.3348,0,1,1
0.754222,0.00578365,0,0,0
1.84844,1.67372,1,1,1
-2.2509,0.237593,2,2,2
1.41763,1.42813,1,1,1
1.32928,0.566759,1,1,1
-1.32647,-0.293857,0,0,0
1.86592,-1.4846,0,0,0
0.245909,-0.341045,0,0,0
-2.92116,0.745466,2,2,2
-1.64062,2.42661,2,2,2
1.48325,2.25917,1,1,1
-0.629302,0.28635,0,0,0
0.318388,1.19128,0,1,1
-2.95122,2.00103,2,2,2
-0.779461,-0.0648616,0,0,0
1.63583,0.978189,1,1,1
-2.5766,0.885318,0,2,2
0.106581,-1.57228,0,0,0
0.961069,1.30419,0,1,1
2.30595,0.889999,1,1,1
-2.10789,0.618687,2,2,2
1.66255,0.921911,1,1,1
2.28939,0.444835,1,1,1
-1.93929,-0.250436,2,2,2
-0.433394,-1.26529,0,0,0
2.24815,0.183084,1,1,1
0.509078,0.295001,0,0,0
-0.390561,-0.675767,0,0,0
2.39074,1.23298,1,1,1
2.43296,0.894104,1,1,1
1.18359,0.073144,1,1,1
-0.204706,0.571436,0,0,0
2.37253,1.21501,1,1,1
1.71845,0.970362,1,1,1
1.6799,0.902029,1,1,1
1.22864,1.68472,1,1,1
-2.35949,1.39284,2,2,2
0.394957,0.687328,0,0,0
-1.5573,0.0343535,0,2,2
-0.743564,-0.503247,0,0,0
0.0832306,0.458252,0,0,0
0.239469,-0.120367,0,0,0
0.205245,-1.85081,0,0,0
-2.51538,0.959799,2,2,2
-0.444613,1.33046,0,2,2
2.19758,1.35287,1,1,1
2.21715,1.29587,1,1,1
1.85112,1.38509,1,1,1
-1.10707,0.705964,2,2,2
2.18032,1.42766,1,1,1
-2.20906,1.1922,2,2,2
-1.45355,-0.289701,0,2,2
-2.4336,1.16317,2,2,2
-0.152111,1.39615,0,2,2
-2.16225,1.38377,2,2,2
-0.0413525,-1.12263,0,0,0
-1.40911,1.40357,2,2,2
2.40152,0.362148,1,1,1
-0.985912,0.506266,0,2,2
1.70366,1.80911,1,1,1
-0.548249,-0.48403,0,0,0
-2.2209,0.223252,2,2,2
2.6605,0.275447,1,1,1
1.01772,0.465677,0,1,1
-2.28437,0.723479,2,2,2
1.06718,-0.756508,0,0,0
-2.06901,0.818822,2,2,2
-2.09084,1.55577,2,2,2
1.93724,0.0415331,1,1,1
-1.80921,1.67977,2,2,2
1.01301,1.74085,1,1,1
1.96122,1.01332,1,1,1
0.381855,0.522579,0,0,0
2.19542,0.692833,1,1,1
-0.457111,0.0578949,0,0,0
-1.61314,-0.226647,0,2,2
-1.63134,1.1002,2,2,2
-1.4849,1.40834,0,2,2
-1.6566,1.33792,2,2,2
2.3696,1.121,1,1,1
2.39707,0.399285,1,1,1
-2.54129,1.30897,2,2,2
-2.0658,0.812816,2,2,2
1.76841,0.115853,1,1,1
1.58783,0.52532,1,1,1
2.82252,1.04246,1,1,1
-1.89832,1.32397,2,2,2
2.59412,0.711152,1,1,1
-2.24441,0.395568,2,2,2
-2.51114,1.29725,2,2,2
-2.32299,1.44524,2,2,2
1.10134,-0.79798,0,0,0
-0.551292,0.0738008,0,0,0
-1.76528,1.94783,2,2,2
-2.34153,1.25718,2,2,2
0.133133,-1.26937,0,0,0
0.633641,0.731724,0,1,1
2.01367,1.15428,1,1,1
0.580665,1.84666,1,1,1
2.00289,1.53791,1,1,1
-2.03685,0.877504,2,2,2
-0.588551,0.0911161,0,0,0
0.865564,1.02509,0,1,1
1.43186,0.938651,1,1,1
-1.51044,1.44611,2,2,2
-2.21752,1.24354,2,2,2
2.08899,1.03883,1,1,1
-2.32361,0.854472,2,2,2
-2.46469,1.88608,2,2,2
-0.821729,-0.367452,0,0,0
2.35365,0.859438,1,1,1
-1.74762,0.813644,2,2,2
-2.47434,1.18172,2,2,2
-0.144284,-1.35556,0,0,0
1.82996,1.58763,1,1,1
-1.89149,-0.211212,2,2,2
-1.12151,2.01657,0,2,2
-2.22223,1.50633,2,2,2
2.25099,1.85144,1,1,1
-1.9368,0.647427,2,2,2
-2.21877,0.905328,2,2,2
1.08184,-0.560512,0,0,0
2.27886,0.792351,1,1,1
-1.65517,1.57959,2,2,2
-1.9857,1.01331,2,2,2
-2.05362,1.31046,2,2,2
-2.02313,1.01702,2,2,2
-1.07208,0.560159,0,2,2
-0.0858927,-0.898538,0,0,0
-2.03572,1.17085,2,2,2
-1.75703,0.608548,2,2,2
-0.321003,-0.972931,0,0,0
-2.10084,1.1375,2,2,2
-2.03123,1.31714,2,2,2
-2.65481,0.491604,2,2,2
-0.492531,-0.539665,0,0,0
1.62715,0.977382,1,1,1
1.50936,-1.33825,0,0,0
-1.40807,0.941928,2,2,2
2.59616,0.893845,1,1,1
-1.36553,1.81525,2,2,2
2.01598,0.835161,1,1,1
-1.41335,0.515209,0,2,2
1.97556,0.701538,1,1,1
1.63974,0.48132,1,1,1
1.74568,1.23336,1,1,1
0.12077,0.725718,0,0,0
-1.53297,2.45003,2,2,2
-2.31838,0.46651,2,2,2
2.1279,1.58635,1,1,1
-2.63941,1.60111,2,2,2
-1.03919,0.114039,0,0,0
-0.883074,0.60164,0,2,2
-2.06577,0.523974,2,2,2
2.5863,0.81463,1,1,1
2.32137,1.06739,1,1,1
-1.2928,1.34853,2,2,2
-1.93064,1.12869,2,2,2
-1.5153,1.22714,0,2,2
-1.88267,0.405942,2,2,2
0.647455,0.626445,0,0,0
0.172285,-1.08135,0,0,0
2.31851,0.855514,1,1,1
-1.95709,1.66514,2,2,2
-1.21734,0.124391,2,2,2
1.48833,1.84558,1,1,1
-1.17569,1.14287,2,2,2
-1.0169,1.60316,0,2,2
1.77975,1.63156,1,1,1
-2.01805,0.355639,2,2,2
-2.33637,0.912034,2,2,2
-2.18348,1.9772,2,2,2
1.32525,0.634004,1,1,1
-0.813674,0.119585,0,0,0
0.701538,-1.31128,0,0,0
0.532132,0.923996,0,1,1
-1.97581,0.996776,2,2,2
-0.843202,-0.468099,0,0,0
-1.02427,1.05215,0,2,2
1.96815,0.456027,1,1,1
-1.67095,0.643454,2,2,2
0.343873,1.11814,0,1,1
2.18313,1.19443,1,1,1
-1.61589,0.868761,2,2,2
1.65532,1.03716,1,1,1
-1.95843,1.06838,2,2,2
-1.89782,2.09102,2,2,2
-2.28858,0.559393,2,2,2
0.557502,-0.107232,0,0,0
1.5324,0.500495,1,1,1
-1.89082,2.41361,2,2,2
-0.582738,1.76628,0,2,2
-0.170913,-0.119538,0,0,0
-2.43755,1.26112,2,2,2
1.47727,0.975226,1,1,1
-2.25683,0.159755,2,2,2
-1.45189,-0.259381,0,2,2
2.28407,0.837561,1,1,1
0.607253,-0.0821203,0,0,0
1.99094,-1.33307,0,0,0
1.0951,0.519229,0,1,1
-2.12471,2.12073,2,2,2
0.87997,-0.805279,0,0,0
-0.00492506,0.401517,0,0,0
2.25537,0.317397,1,1,1
1.87754,0.770254,1,1,1
-0.787676,-0.793734,0,0,0
-0.837813,-0.0467933,0,0,0
-2.27671,0.976707,2,2,2
1.4645,0.948297,1,1,1
-3.29046,1.19775,2,2,2
1.75674,1.46471,1,1,1
-0.12418,1.03295,0,0,0
2.06486,1.94342,1,1,1
0.0253266,0.0768131,0,0,0
-1.97497,0.920412,2,2,2
-2.32139,0.434692,2,2,2
1.16191,0.830958,1,1,1
-2.2771,1.59562,2,2,2
-2.94829,1.59847,2,2,2
1.7165,0.938905,1,1,1
2.67061,0.182222,1,1,1
-1.4882,1.64758,2,2,2
2.45804,1.74655,1,1,1
-1.42673,1.19024,2,2,2
-1.62525,0.603963,2,2,2
-1.8907,1.57119,2,2,2
2.32414,1.389,1,1,1
-0.166827,-0.636906,0,0,0
-0.0776463,-0.26871,0,0,0
-2.61815,1.60898,2,2,2
-0.346175,0.79659,0,0,0
2.49308,0.925214,1,1,1
-0.169929,-2.28565,0,0,0
1.13704,-0.000655821,0,0,0
2.45721,0.512715,1,1,1
0.361692,0.25964,0,0,0
-1.84819,0.422668,2,2,2
1.86676,0.407181,1,1,1
-1.90545,0.723279,2,2,2
2.88443,0.684692,1,1,1
-0.263697,0.413266,0,0,0
-1.87723,1.10147,2,2,2
1.01074,0.93676,0,1,1
1.85133,1.66869,1,1,1
0.0832823,-1.7862,0,0,0
1.61587,0.214122,1,1,1
1.17985,1.77757,1,1,1
1.79569,1.11006,1,1,1
-1.67037,1.25806,2,2,2
-0.850508,-0.770255,0,0,0
1.55284,-1.43975,0,0,0
-2.5412,0.69081,2,2,2
-1.64535,-0.341729,0,2,2
1.57897,0.344341,1,1,1
1.9087,1.97896,1,1,1
-1.49506,0.902074,2,2,2
2.11212,0.464318,1,1,1
-2.68273,0.686021,2,2,2
2.22289,0.522345,1,1,1
2.39361,0.608344,1,1,1
0.28971,-0.321997,0,0,0
-1.29111,0.154728,0,2,2
1.88381,1.88475,1,1,1
2.02493,0.865653,1,1,1
-2.94862,1.57479,2,2,2
1.85526,-0.117023,1,1,1
1.74119,1.45101,1,1,1
0.364743,-0.775803,0,0,0
-0.035849,-0.696954,0,0,0
-2.24914,1.54923,2,2,2
-1.79534,0.436888,2,2,2
1.54254,0.826355,1,1,1
-1.76983,1.48257,2,2,2
-0.39863,-1.13881,0,0,0
-2.42873,1.00954,2,2,2
-2.89462,1.42902,2,2,2
1.67534,0.501594,1,1,1
0.406829,-0.00600772,0,0,0
-1.99174,0.493244,2,2,2
-1.68777,0.0343783,2,2,2
0.951404,0.958728,0,1,1
1.6909,1.27017,1,1,1
2.21576,0.793309,1,1,1
-1.79299,1.0362,2,2,2
-1.7144,-0.0335892,2,2,2
1.68712,0.352341,1,1,1
-1.89816,1.65043,2,2,2
-1.53153,0.696889,0,2,2
2.0382,0.299243,1,1,1
1.92626,-1.46327,0,0,0
0.126995,1.08438,0,0,0
1.59856,0.757606,1,1,1
2.02412,0.472092,0,1,1
1.36058,-1.01678,0,0,0
0.305669,0.846601,0,0,0
2.41583,0.273769,1,1,1
-2.63425,0.928681,2,2,2
1.99917,0.521721,1,1,1
2.28393,1.11059,1,1,1
-2.57402,1.27989,2,2,2
-1.17499,0.415878,2,2,2
-1.541,1.00035,2,2,2
2.47138,-0.0791692,0,1,1
2.099,1.66043,1,1,1
1.26346,1.2428,0,1,1
1.22618,0.999262,1,1,1
-1.53367,1.17517,2,2,2
-0.118239,0.310959,0,0,0
-2.41856,2.04607,2,2,2
1.45889,-0.621077,0,0,0
1.632,-0.134363,1,1,1
-0.990549,0.304015,0,2,2
2.03385,0.897256,1,1,1
1.92684,0.522607,1,1,1
1.75538,1.11478,1,1,1
2.43496,0.558482,1,1,1
-0.0232017,2.01775,0,2,2
-2.6045,1.24498,2,2,2
1.50954,1.46037,1,1,1
0.317251,0.268088,0,0,0
-0.871262,0.875963,0,2,2
-3.1508,1.94334,2,2,2
2.62922,1.35948,1,1,1
1.17115,1.02099,1,1,1
-0.756064,1.64487,0,2,2
-2.78787,0.597344,2,2,2
-1.82754,2.25711,2,2,2
2.37347,1.21527,1,1,1
-1.97032,2.01803,2,2,2
-2.1486,0.914192,2,2,2
-2.06326,0.852514,2,2,2
-2.19827,1.03186,2,2,2
-1.11999,1.79821,2,2,2
-0.236377,-0.438377,0,0,0
-2.27383,0.878935,2,2,2
-2.69951,1.3777,2,2,2
2.10573,2.09946,1,1,1
1.51024,0.480029,1,1,1
-0.674651,-0.616192,0,0,0
1.89855,0.902026,1,1,1
-1.81991,-0.628812,0,2,2
-2.61838,0.469473,2,2,2
-0.0909674,-0.510296,0,0,0
-2.58073,0.431829,2,2,2
1.85972,1.36244,1,1,1
1.16123,0.524847,1,1,1
2.18626,0.104934,1,1,1
0.256048,1.35216,0,1,1
0.336979,-0.0218711,0,0,0
1.21955,0.894007,1,1,1
0.300918,-1.38599,0,0,0
-2.0774,1.48399,2,2,2
0.176544,0.350063,0,0,0
0.595942,0.334734,0,0,0
-0.547266,1.72179,0,2,2
-0.667859,0.904133,0,2,2
1.95532,1.19738,1,1,1
-1.8548,0.598568,2,2,2
0.218806,1.80248,0,1,1
2.16569,1.03345,0,1,1
2.01871,0.640314,1,1,1
-3.01225,0.295196,2,2,2
-1.10031,1.40833,2,2,2
-2.14782,0.8835,2,2,2
-0.48225,-1.56487,0,0,0
-0.522243,-0.306385,0,0,0
0.960646,1.45905,1,1,1
0.316262,1.11859,0,0,0
-1.9551,-0.526536,0,2,2
0.463466,0.111756,0,0,0
2.08172,1.3516,1,1,1
0.713017,1.22664,0,1,1
-2.40159,-0.0549141,2,2,2
